slug,view_count,event,filmed
david_sengeh_the_sore_problem_of_prosthetic_limbs,750804,TED2014,2014-03-17
david_steindl_rast_want_to_be_happy_be_grateful,6148608,TEDGlobal 2013,2013-06-25
david_titley_how_the_military_fights_climate_change,770270,TED2017,2017-04-24
david_whyte_a_lyrical_bridge_between_past_present_and_future,876944,TED2017,2017-04-24
dawn_landes_a_song_for_my_hero_the_woman_who_rowed_into_a_hurricane,1188485,TED2015,2015-03-18
dean_kamen_on_inventing_and_giving,699762,TED2002,2002-02-02
dean_kamen_previews_a_new_prosthetic_arm,1611937,TED2007,2007-03-09
dean_kamen_the_emotion_behind_invention,530100,TEDMED 2009,2009-10-26
dean_ornish_on_healing,1158041,TED2004,2004-02-02
dean_ornish_on_the_world_s_killer_diet,2357139,TED2006,2006-02-23
dean_ornish_says_your_genes_are_not_your_fate,1424929,TED2008,2008-03-03
deb_roy_the_birth_of_a_word,2511819,TED2011,2011-03-04
debate_does_the_world_need_nuclear_energy,1327023,TED2010,2010-02-12
deborah_gordon_digs_ants,966052,TED2003,2003-02-02
deborah_gordon_what_ants_teach_us_about_the_brain_cancer_and_the_internet,1403039,TED2014,2014-03-20
deborah_lipstadt_behind_the_lies_of_holocaust_denial,1034167,TEDxSkoll,2017-04-07
deborah_rhodes,906308,TEDWomen 2010,2010-12-08
deborah_scranton_on_her_war_tapes,516095,TED2007,2007-03-03
debra_jarvis_yes_i_survived_cancer_but_that_doesn_t_define_me,982614,TEDMED 2014,2014-09-10
dee_boersma_pay_attention_to_penguins,367414,Mission Blue Voyage,2010-04-10
deep_ocean_mysteries_and_wonders,282981,TED-Ed,2012-03-12
deepika_kurup_a_young_scientist_s_quest_for_clean_water,1011155,TEDWomen 2016,2016-10-26
deeyah_khan_what_we_don_t_know_about_europe_s_muslim_kids,1260773,TEDxExeter,2016-04-15
defend_our_freedom_to_share_or_why_sopa_is_a_bad_idea,1283564,TEDSalon NY2012,2012-01-17
del_harvey_the_strangeness_of_scale_at_twitter,903191,TED2014,2014-03-12
dena_simmons_how_students_of_color_confront_impostor_syndrome,1046472,TED Talks Live,2015-11-02
denis_dutton_a_darwinian_theory_of_beauty,2048471,TED2010,2010-02-10
denise_herzing_could_we_speak_the_language_of_dolphins,1193714,TED2013,2013-02-27
dennis_hong_making_a_car_for_blind_drivers,714992,TED2011,2011-03-04
dennis_hong_my_seven_species_of_robot,1955076,TEDxNASA,2009-09-10
dennis_vanengelsdorp_a_plea_for_bees,609211,Taste3 2008,2008-07-19
derek_paravicini_and_adam_ockelford_in_the_key_of_genius,1494850,TEDxWarwick,2013-03-01
derek_sivers_how_to_start_a_movement,6798794,TED2010,2010-02-11
derek_sivers_keep_your_goals_to_yourself,4865419,TEDGlobal 2010,2010-07-15
derek_sivers_weird_or_just_different,2941704,TEDIndia 2009,2009-11-06
devdutt_pattanaik,1736554,TEDIndia 2009,2009-11-05
devita_davison_how_urban_agriculture_is_transforming_detroit,695472,TED2017,2017-04-24
diana_laufenberg_3_ways_to_teach,1938845,TEDxMidAtlantic,2010-11-05
diana_nyad_extreme_swimming_with_the_world_s_most_dangerous_jellyfish,624548,TEDMED 2011,2011-10-28
diana_nyad_never_ever_give_up,4741232,TEDWomen 2013,2013-12-05
diane_j_savino_the_case_for_same_sex_marriage,294934,New York State Senate,2009-12-02
diane_kelly_what_we_didn_t_know_about_penis_anatomy,4013575,TEDMED 2012,2012-04-11
dianna_cohen_tough_truths_about_plastic_pollution,709819,Mission Blue Voyage,2010-04-16
didier_sornette_how_we_can_predict_the_next_financial_crisis,1394704,TEDGlobal 2013,2013-06-11
diebedo_francis_kere_how_to_build_with_clay_and_community,918097,TEDCity2.0,2013-09-20
dilip_ratha_the_hidden_force_in_global_economics_sending_money_home,1301574,TEDGlobal 2014,2014-10-07
dimitar_sasselov_how_we_found_hundreds_of_potential_earth_like_planets,1132611,TEDGlobal 2010,2010-07-15
don_levy_a_cinematic_journey_through_visual_effects,734950,TED2012,2012-02-28
don_norman_on_design_and_emotion,1299937,TED2003,2003-02-02
don_tapscott_four_principles_for_the_open_world_1,1030219,TEDGlobal 2012,2012-06-26
don_tapscott_how_the_blockchain_is_changing_money_and_business,2703790,TEDSummit,2016-06-28
donald_hoffman_do_we_see_reality_as_it_is,2527310,TED2015,2015-03-18
donald_sadoway_the_missing_link_to_renewable_energy,1829270,TED2012,2012-03-01
dong_woo_jang_the_art_of_bow_making,2321587,TED2013,2013-02-28
doris_kearns_goodwin_on_learning_from_past_presidents,531495,TED2008,2008-02-02
doris_kim_sung_metal_that_breathes,1186503,TEDxUSC,2012-05-04
dorothy_roberts_the_problem_with_race_based_medicine,1039736,TEDMED 2015,2015-11-18
douglas_adams_parrots_the_universe_and_everything,476066,University of California,2001-05-16
dr_seyi_oyesola_tours_a_hospital_in_nigeria,234092,TEDGlobal 2007,2007-06-06
drew_berry_animations_of_unseeable_biology,1571179,TEDxSydney,2011-05-28
drew_curtis_how_i_beat_a_patent_troll,1072154,TED2012,2012-02-28
drew_dudley_everyday_leadership,3331998,TEDxToronto 2010,2010-09-23
duarte_geraldino_what_we_re_missing_in_the_debate_about_immigration,943380,TED Residency,2017-06-06
dustin_yellin_a_journey_through_the_mind_of_an_artist,1768520,TED@NYC,2014-10-10
dyan_denapoli_the_great_penguin_rescue,400407,TEDxBoston 2011,2011-06-28
e_o_wilson_advice_to_young_scientists,1080524,TEDMED 2012,2012-04-19
e_o_wilson_on_saving_life_on_earth,1375612,TED2007,2007-03-08
eben_bayer_are_mushrooms_the_new_plastic,1115333,TEDGlobal 2010,2010-07-09
ed_boyden,948571,TED2011,2011-03-03
ed_boyden_baby_diapers_inspired_this_new_way_to_study_the_brain,1291367,TEDSummit,2016-06-26
ed_gavagan_a_story_about_knots_and_surgeons,941979,TEDMED 2012,2012-04-11
ed_ulbrich_shows_how_benjamin_button_got_his_face,913456,TED2009,2009-02-04
ed_yong_suicidal_wasps_zombie_roaches_and_other_tales_of_parasites,1667745,TED2014,2014-03-20
eddi_reader_sings_about_what_you_ve_got,436095,TED2003,2003-02-02
eddi_reader_sings_kiteflyer_s_hill,520277,TED2003,2003-02-02
eddie_obeng_smart_failure_for_a_fast_changing_world,1513064,TEDGlobal 2012,2012-06-26
eddy_cartaya_my_glacier_cave_discoveries,674944,TEDYouth 2013,2013-11-16
edi_rama_take_back_your_city_with_paint,601575,TEDxThessaloniki,2012-05-12
