slug,view_count,event,filmed
sam_richards_a_radical_experiment_in_empathy,1557712,TEDxPSU,2010-10-10
samantha_nutt_the_real_harm_of_the_global_arms_trade,1062096,TED Talks Live,2015-11-04
samantha_power_on_a_complicated_hero,464128,TED2008,2008-02-02
samuel_cohen_alzheimer_s_is_not_normal_aging_and_we_can_cure_it,1574395,TED@BCG London,2015-06-30
sandi_toksvig_a_political_party_for_women_s_equality,825673,TEDWomen 2016,2016-10-27
sandra_aamodt_why_dieting_doesn_t_usually_work,4219799,TEDGlobal 2013,2013-06-11
sandra_fisher_martins_the_right_to_understand,297801,TEDxO'Porto,2011-03-21
sandrine_thuret_you_can_grow_new_brain_cells_here_s_how,5141136,TED@BCG London,2015-06-30
sanford_biggers_an_artist_s_unflinching_look_at_racial_violence,1016797,TED2016,2016-02-15
sangeeta_bhatia_this_tiny_particle_could_roam_your_body_to_find_tumors,792663,TED Talks Live,2015-11-06
sangu_delle_in_praise_of_macro_yes_macro_finance_in_africa,991333,TEDGlobal 2014,2014-10-06
sanjay_dastoor_a_skateboard_with_a_boost,1709121,TED2013,2013-02-27
sanjay_pradhan_how_open_data_is_changing_international_aid,493251,TEDGlobal 2012,2012-06-26
sara_dewitt_3_fears_about_screen_time_for_kids_and_why_they_re_not_true,1199647,TED2017,2017-04-24
sara_lewis_the_loves_and_lies_of_fireflies,981513,TED2014,2014-03-20
sara_menker_a_global_food_crisis_may_be_only_a_decade_away,1130810,TEDGlobal 2017,2017-08-27
sara_ramirez_and_michael_pemberton_rollercoaster,897843,TED Talks Live,2015-11-01
sara_seager_the_search_for_planets_beyond_our_solar_system,1382880,TED2015,2015-03-18
sarah_bergbreiter_why_i_make_robots_the_size_of_a_grain_of_rice,1590630,TEDYouth 2014,2014-11-15
sarah_corbett_activism_needs_introverts,823868,TEDxYouth@Bath,2016-11-17
sarah_gray_how_my_son_s_short_life_made_a_lasting_difference,1462809,TEDMED 2015,2015-11-18
sarah_jayne_blakemore_the_mysterious_workings_of_the_adolescent_brain,2341340,TEDGlobal 2012,2012-06-25
sarah_jones_as_a_one_woman_global_village,1658729,TED2009,2009-02-05
sarah_jones_one_woman_five_characters_and_a_sex_lesson_from_the_future,1567280,TED2015,2015-03-19
sarah_jones_what_does_the_future_hold_11_characters_offer_quirky_answers,1529070,TED2014,2014-03-21
sarah_kaminsky,602295,TEDxParis 2010,2010-01-30
sarah_kay_how_many_lives_can_you_live,750459,TEDxEast,2011-05-09
sarah_kay_if_i_should_have_a_daughter,10838678,TED2011,2011-03-03
sarah_lewis_embrace_the_near_win,2371210,TED2014,2014-03-20
sarah_parcak_archeology_from_space,988808,TED2012,2012-03-01
sarah_parcak_help_discover_ancient_ruins_before_it_s_too_late,865244,TED2016,2016-02-15
sarah_parcak_hunting_for_peru_s_lost_civilizations_with_satellites,1056991,TEDSummit,2016-06-27
sasa_vucinic_invests_in_free_press,590785,TEDGlobal 2005,2005-07-14
sasha_dichter,295969,NextGen:Charity,2010-11-16
saul_griffith_on_everyday_inventions,466523,TED2006,2006-02-23
saul_griffith_on_kites_as_the_future_of_renewable_energy,641784,TED2009,2009-02-06
sayu_bhojwani_how_immigrant_voices_make_democracy_stronger,831650,TEDNYC,2016-09-07
scilla_elworthy_fighting_with_non_violence,1162345,TEDxExeter,2012-04-20
scott_dinsmore_how_to_find_work_you_love,5036430,TEDxGoldenGatePark 2012,2012-10-10
scott_fraser_the_problem_with_eyewitness_testimony,1074978,TEDxUSC,2012-05-04
scott_galloway_how_amazon_apple_facebook_and_google_manipulate_our_emotions,1596623,TEDNYC,2017-10-17
scott_kim_takes_apart_the_art_of_puzzles,524183,EG 2008,2008-12-11
scott_mccloud_on_comics,1041174,TED2005,2005-02-28
scott_rickard_the_beautiful_math_behind_the_ugliest_music,353970,TEDxMIA,2011-09-13
scott_summit_beautiful_artificial_limbs,139539,TEDxCambridge,2011-11-19
sean_carroll_distant_time_and_the_hint_of_a_multiverse,1575645,TEDxCaltech,2011-01-14
sean_follmer_shape_shifting_tech_will_change_work_as_we_know_it,1441577,TEDxCERN,2015-10-09
sean_gourley_on_the_mathematics_of_war,916394,TED2009,2009-02-05
sebastian_bortnik_the_conversation_we_re_not_having_about_digital_child_abuse,431430,TEDxRiodelaPlata,2016-10-22
sebastian_deterding_what_your_designs_say_about_you,647660,TEDxHogeschoolUtrecht,2011-11-16
sebastian_junger_our_lonely_society_makes_it_hard_to_come_home_from_war,812705,TED Talks Live,2015-11-04
sebastian_junger_why_veterans_miss_war,2458192,TEDSalon NY2014,2014-01-16
sebastian_kraves_the_era_of_personal_dna_testing_is_here,1076084,TED@BCG Paris,2016-05-18
sebastian_seung,961482,TEDGlobal 2010,2010-07-16
sebastian_thrun_and_chris_anderson_the_new_generation_of_computers_is_programming_itself,1020364,TED2017,2017-04-24
sebastian_thrun_google_s_driverless_car,2515848,TED2011,2011-03-02
sebastian_wernicke_1000_tedtalks_6_words,628469,TEDxZurich 2011,2011-11-10
sebastian_wernicke_how_to_use_data_to_make_a_hit_tv_show,1492237,TEDxCambridge,2015-06-18
sebastiao_salgado_the_silent_drama_of_photography,1645544,TED2013,2013-02-26
seema_bansal_how_to_fix_a_broken_education_system_without_any_more_money,1291019,TED@BCG Paris,2016-05-18
sendhil_mullainathan,504855,TEDIndia 2009,2009-11-04
serena_williams_gayle_king_on_tennis_love_and_motherhood,1735305,TED2017,2017-04-24
sergei_lupashin_a_flying_camera_on_a_leash,1231725,TEDSalon Berlin 2014,2014-07-24
sergey_brin_and_larry_page_on_google,1488788,TED2004,2004-02-02
sergey_brin_why_google_glass,2043499,TED2013,2013-02-27
seth_berkley_hiv_and_flu_the_vaccine_strategy,552363,TED2010,2010-02-05
seth_berkley_the_troubling_reason_why_vaccines_are_made_too_late_if_they_re_made_at_all,1001494,TED2015,2015-03-18
seth_godin_on_sliced_bread,5689116,TED2003,2003-02-27
seth_godin_on_the_tribes_we_lead,2035803,TED2009,2009-02-04
seth_godin_this_is_broken_1,963596,Gel Conference,2006-09-08
seth_priebatsch_the_game_layer_on_top_of_the_world,821888,TEDxBoston 2010,2010-07-29
seth_shostak_et_is_probably_out_there_get_ready,845711,TEDxSanJoseCA,2012-04-14
sethembile_msezane_living_sculptures_that_stand_for_history_s_truths,904361,TEDGlobal 2017,2017-08-27
severine_autesserre_to_solve_mass_violence_look_to_locals,758122,TEDGlobal 2014,2014-10-16
shabana_basij_rasikh_dare_to_educate_afghan_girls,960372,TEDxWomen 2012,2012-12-01
shaffi_mather_a_new_way_to_fight_corruption,502928,TEDIndia 2009,2009-11-05
shah_rukh_khan_thoughts_on_humanity_fame_and_love,5682323,TED2017,2017-04-24
shai_agassi_on_electric_cars,1153471,TED2009,2009-02-05
shai_reshef_a_tuition_free_college_degree,5247405,TED2014,2014-03-14
shaka_senghor_why_your_worst_deeds_don_t_define_you,1463872,TED2014,2014-03-20
shane_koyczan_to_this_day_for_the_bullied_and_beautiful,5591291,TED2013,2013-02-28
shaolan_learn_to_read_chinese_with_ease,3187307,TED2013,2013-02-26
shaolan_the_chinese_zodiac_explained,2106258,TED2016,2016-02-17
