slug,view_count,event,filmed
uri_alon_why_truly_innovative_science_demands_a_leap_into_the_unknown,1030684,TEDGlobal 2013,2013-06-13
uri_hasson_this_is_your_brain_on_communication,1899351,TED2016,2016-02-18
ursus_wehrli_tidies_up_art,1342844,TED2006,2006-02-02
usman_riaz_and_preston_reed_a_young_guitarist_meets_his_hero,3706257,TEDGlobal 2012,2012-06-28
van_jones_the_economic_injustice_of_plastic,482802,TEDxGreatPacificGarbagePatch,2010-11-14
vanessa_ruiz_the_spellbinding_art_of_human_anatomy,1292631,TEDMED 2015,2015-11-18
veerle_provoost_do_kids_think_of_sperm_donors_as_family,1057184,TEDxGhent,2016-06-18
verna_myers_how_to_overcome_our_biases_walk_boldly_toward_them,1637199,TEDxBeaconStreet,2014-11-15
vicki_arroyo_let_s_prepare_for_our_new_climate,1046973,TEDGlobal 2012,2012-06-27
victor_rios_help_for_kids_the_education_system_ignores,1214079,TED Talks Live,2015-11-02
victoria_pratt_how_judges_can_show_respect,867998,TEDNYC,2016-10-05
vijay_kumar_robots_that_fly_and_cooperate,4337994,TED2012,2012-02-29
vijay_kumar_the_future_of_flying_robots,1426132,TEDxPenn,2015-04-12
vik_muniz_makes_art_with_wire_sugar,1177655,TED2003,2003-02-27
vikram_patel_mental_health_for_all_by_involving_all,959306,TEDGlobal 2012,2012-06-27
viktor_frankl_youth_in_search_of_meaning,1053136,Toronto Youth Corps,1972-05-14
vilayanur_ramachandran_on_your_mind,4061502,TED2007,2007-03-03
vinay_venkatraman_technology_crafts_for_the_digitally_underserved,593332,TEDxSummit,2012-04-19
vincent_cochetel_i_was_held_hostage_for_317_days_here_s_what_i_thought_about,1167944,TEDxPlaceDesNations,2014-12-11
vincent_moon_and_nana_vasconcelos_the_world_s_hidden_music_rituals,1033152,TEDGlobal 2014,2014-10-09
virginia_postrel_on_glamour,384241,TED2004,2004-02-02
vishal_vaid_s_hypnotic_song,418720,TED2006,2006-02-09
vs_ramachandran_the_neurons_that_shaped_civilization,1970573,TEDIndia 2009,2009-11-05
vusi_mahlasela_s_encore_at_tedglobal2007,427743,TEDGlobal 2007,2007-06-08
vusi_mahlasela_sings_thula_mama,548218,TEDGlobal 2007,2007-06-07
wadah_khanfar_a_historic_moment_in_the_arab_world,935466,TED2011,2011-03-02
wade_davis_on_endangered_cultures,2721658,TED2003,2003-02-03
wade_davis_on_the_worldwide_web_of_belief_and_ritual,1108618,TED2008,2008-02-02
wael_ghonim_inside_the_egyptian_revolution,931206,TED2011,2011-03-04
wael_ghonim_let_s_design_social_media_that_drives_real_change,1310932,TEDGlobal>Geneva,2015-12-08
wanda_diaz_merced_how_a_blind_astronomer_found_a_way_to_hear_the_stars,820193,TED2016,2016-02-16
wanis_kabbaj_what_a_driverless_world_could_look_like,3142782,TED@UPS,2016-09-15
wanuri_kahiu_fun_fierce_and_fantastical_african_art,750732,TED2017,2017-04-24
washington_wachira_for_the_love_of_birds,770308,TEDGlobal 2017,2017-08-27
wayne_mcgregor_a_choreographer_s_creative_process_in_real_time,915787,TEDGlobal 2012,2012-06-27
wendy_chung_autism_what_we_know_and_what_we_don_t_know_yet,2418079,TED2014,2014-03-20
wendy_freedman_this_new_telescope_might_show_us_the_beginning_of_the_universe,1316059,TEDGlobal 2014,2014-10-09
wendy_troxel_why_school_should_start_later_for_teens,1421103,TEDxManhattanBeach,2016-11-05
wes_moore_how_to_talk_to_veterans_about_the_war,961400,TEDSalon NY2014,2014-01-16
what_we_learned_from_5_million_books,1816138,TEDxBoston 2011,2011-07-24
will_marshall_teeny_tiny_satellites_that_photograph_the_entire_planet_every_day,1724821,TED2014,2014-03-20
will_potter_the_secret_us_prisons_you_ve_never_heard_of_before,2620538,TED Fellows Retreat 2015,2015-08-28
will_potter_the_shocking_move_to_criminalize_non_violent_protest,1056338,TED2014,2014-03-17
will_wright_makes_toys_that_make_worlds,1141107,TED2007,2007-03-03
willard_wigan_hold_your_breath_for_micro_sculpture,651211,TEDGlobal 2009,2009-07-21
william_black_how_to_rob_a_bank_from_the_inside_that_is,1523184,TEDxUMKC,2013-09-09
william_kamkwamba_how_i_harnessed_the_wind,2222551,TEDGlobal 2009,2009-07-23
william_kamkwamba_on_building_a_windmill,1652870,TEDGlobal 2007,2007-06-05
william_li,4221829,TED2010,2010-02-10
william_mcdonough_on_cradle_to_cradle_design,1476542,TED2005,2005-02-02
william_noel_revealing_the_lost_codex_of_archimedes,963567,TEDxSummit,2012-04-16
william_ury,1896525,TEDxMidwest,2010-10-17
willie_smits_restores_a_rainforest,692952,TED2009,2009-02-06
wingham_rowan_a_new_kind_of_job_market,1070297,TEDSalon London Fall 2012,2012-11-08
wolfgang_kessling_how_to_air_condition_outdoor_spaces,709987,TEDxSummit,2012-04-17
woody_norris_invents_amazing_things,1212573,TED2004,2004-02-02
xavier_de_kestelier_adventures_of_an_interplanetary_architect,724063,TEDxLeuven,2016-11-17
xavier_vilalta_architecture_at_home_in_its_community,1008524,TEDGlobal 2013,2013-06-11
yang_lan,1807072,TEDGlobal 2011,2011-07-13
yanis_varoufakis_capitalism_will_eat_democracy_unless_we_speak_up,2401155,TEDGlobal>Geneva,2015-12-08
yann_arthus_bertrand_captures_fragile_earth_in_wide_angle,772118,TED2009,2009-02-04
yann_dall_aglio_love_you_re_doing_it_wrong,3945498,TEDxParis 2012,2012-10-12
yasheng_huang,1009068,TEDGlobal 2011,2011-07-12
yassmin_abdel_magied_what_does_my_headscarf_mean_to_you,1920814,TEDxSouthBank,2014-12-10
yoav_medan_ultrasound_surgery_healing_without_cuts,709853,TEDMED 2011,2011-10-24
yochai_benkler_on_the_new_open_source_economics,767820,TEDGlobal 2005,2005-07-07
yoruba_richen_what_the_gay_rights_movement_learned_from_the_civil_rights_movement,711535,TED2014,2014-03-13
yossi_vardi_fights_local_warming,951417,TED2007,2007-03-07
young_ha_kim_be_an_artist_right_now,1885703,TEDxSeoul,2010-07-24
yuval_noah_harari_nationalism_vs_globalism_the_new_political_divide,1770571,TED Dialogues,2017-02-15
yuval_noah_harari_what_explains_the_rise_of_humans,2747455,TEDGlobalLondon,2015-06-12
yves_behar_on_designing_objects_that_tell_stories,1130690,TED2008,2008-02-29
yves_behar_s_supercharged_motorcycle_design,560744,TED2009,2009-02-06
yves_morieux_as_work_gets_more_complex_6_rules_to_simplify,3265710,TED@BCG San Francisco,2013-10-22
yves_morieux_how_too_many_rules_at_work_keep_you_from_getting_things_done,1895425,TED@BCG London,2015-07-01
yves_rossy_fly_with_the_jetman,7976657,TEDGlobal 2011,2011-07-13
zahra_langhi_why_libya_s_revolution_didn_t_work_and_what_might,529066,TEDxWomen 2012,2012-12-01
zainab_salbi,515825,TEDGlobal 2010,2010-07-16
zak_ebrahim_i_am_the_son_of_a_terrorist_here_s_how_i_chose_peace,4760222,TED2014,2014-03-12
zaria_forman_drawings_that_show_the_beauty_and_fragility_of_earth,1153006,TED Talks Live,2015-11-06
ze_frank_are_you_human,4146190,TED2014,2014-03-20
ze_frank_s_nerdcore_comedy,6261683,TED2004,2004-02-24
ze_frank_s_web_playroom,1897186,TEDGlobal 2010,2010-07-09
zeresenay_alemseged_looks_for_humanity_s_roots,936112,TEDGlobal 2007,2007-06-07
zeynep_tufekci_how_the_internet_has_made_social_change_easy_to_organize_hard_to_win,1149100,TEDGlobal 2014,2014-10-13
zeynep_tufekci_machine_intelligence_makes_human_morals_more_important,1318617,TEDSummit,2016-06-29
zeynep_tufekci_we_re_building_a_dystopia_just_to_make_people_click_on_ads,1677289,TEDGlobal>NYC,2017-09-20
ziauddin_yousafzai_my_daughter_malala,2207175,TED2014,2014-03-17
zimchallenge,2223198,TED2011,2011-03-01
ziyah_gafic_everyday_objects_tragic_histories,1010529,TED2014,2014-03-17
zubaida_bai_a_simple_birth_kit_for_mothers_in_the_developing_world,858851,TED Residency,2016-12-13
