slug,view_count,event,filmed
chris_abani_on_the_stories_of_africa,578529,TEDGlobal 2007,2007-06-06
chris_anderson_how_web_video_powers_global_innovation,1339738,TEDGlobal 2010,2010-07-15
chris_anderson_of_wired_on_tech_s_long_tail,928434,TED2004,2004-02-02
chris_anderson_shares_his_vision_for_ted,329558,TED2002,2002-02-02
chris_anderson_teds_secret_to_great_public_speaking,3417286,TED Studio,2016-03-24
chris_bangle_says_great_cars_are_art,878143,TED2002,2002-02-02
chris_bliss_comedy_is_translation,720096,TEDxRainier,2011-12-20
chris_burkard_the_joy_of_surfing_in_ice_cold_water,1818106,TED2015,2015-03-19
chris_domas_the_1s_and_0s_behind_cyber_warfare,1037928,TEDxColumbus,2013-10-10
chris_downey_design_with_the_blind_in_mind,987491,TEDCity2.0,2013-10-11
chris_gerdes_the_future_race_car_150mph_and_no_driver,746826,TEDxStanford,2012-05-19
chris_hadfield_what_i_learned_from_going_blind_in_space,5003121,TED2014,2014-03-18
chris_jordan_pictures_some_shocking_stats,1567076,TED2008,2008-02-02
chris_kluwe_how_augmented_reality_will_change_sports_and_build_empathy,1212692,TED2014,2014-03-11
chris_mcknett_the_investment_logic_for_sustainability,990107,TED@State Street Boston,2013-11-26
chris_milk_how_virtual_reality_can_create_the_ultimate_empathy_machine,1515026,TED2015,2015-03-18
chris_milk_the_birth_of_virtual_reality_as_an_art_form,832700,TED2016,2016-02-18
chris_sheldrick_a_precise_three_word_address_for_every_place_on_earth,1065563,TEDGlobal 2017,2017-08-27
chris_urmson_how_a_driverless_car_sees_the_road,2115741,TED2015,2015-03-16
christen_reighter_i_don_t_want_children_stop_telling_me_i_ll_change_my_mind,1189930,TEDxMileHighWomen,2016-10-28
christian_rodriguez_what_teen_pregnancy_looks_like_in_latin_america,1124144,TEDGlobal 2017,2017-08-27
christiana_figueres_the_inside_story_of_the_paris_climate_agreement,1056916,TED2016,2016-02-17
christiane_amanpour_how_to_seek_truth_in_the_era_of_fake_news,1248506,TEDGlobal>NYC,2017-09-20
christien_meindertsma_on_pig_05049,1170918,TEDGlobal 2010,2010-07-09
christina_warinner_tracking_ancient_diseases_using_plaque,658273,TED2012,2012-02-27
christine_sun_kim_the_enchanting_music_of_sign_language,1301564,TED Fellows Retreat 2015,2015-08-28
christophe_adami_finding_life_we_can_t_imagine,601997,TEDxUIUC,2011-02-19
christopher_bell_bring_on_the_female_superheroes,1061768,TEDxColoradoSprings,2015-10-17
christopher_deam_restyles_the_airstream,310997,TED2002,2002-02-02
christopher_decharms_scans_the_brain_in_real_time,1550947,TED2008,2008-02-29
christopher_emdin_teach_teachers_how_to_create_magic,2063623,TED@NYC,2013-10-08
christopher_m00t_poole_the_case_for_anonymity_online,1466795,TED2010,2010-02-12
christopher_mcdougall_are_we_born_to_run,2497057,TEDxPennQuarter,2010-07-11
christopher_ryan_are_we_designed_to_be_sexual_omnivores,2010676,TED2013,2013-02-28
christopher_soghoian_a_brief_history_of_phone_wiretapping_and_how_to_avoid_it,1295810,TED2015,2015-03-17
christopher_soghoian_government_surveillance_this_is_just_the_beginning,835867,TED Fellows Retreat 2013,2013-08-12
christopher_soghoian_your_smartphone_is_a_civil_rights_issue,1374324,TEDSummit,2016-06-29
chrystia_freeland_the_rise_of_the_new_global_super_rich,1943418,TEDGlobal 2013,2013-06-22
claron_mcfadden_singing_the_primal_mystery,406382,TEDxAmsterdam,2010-11-11
clay_shirky_how_cellphones_twitter_facebook_can_make_history,1700948,TED@State,2009-06-03
clay_shirky_how_cognitive_surplus_will_change_the_world,963448,TED@Cannes,2010-06-22
clay_shirky_how_the_internet_will_one_day_transform_government,1253609,TEDGlobal 2012,2012-06-26
clay_shirky_on_institutions_versus_collaboration,1122357,TEDGlobal 2005,2005-07-01
clifford_stoll_on_everything,2324387,TED2006,2006-02-28
clint_smith_how_to_raise_a_black_son_in_america,1959417,TED2015,2015-03-10
clint_smith_the_danger_of_silence,4039694,TED@NYC,2014-07-08
colin_camerer_neuroscience_game_theory_monkeys,1407252,TEDxCaltech,2013-01-18
colin_grant_the_son_of_a_difficult_father,888921,TEDxBrighton,2012-10-26
colin_powell_kids_need_structure,1508738,TEDxMidAtlantic,2012-10-26
colin_stokes_how_movies_teach_manhood,4298887,TEDxBeaconStreet,2012-11-17
conrad_wolfram_teaching_kids_real_math_with_computers,1535199,TEDGlobal 2010,2010-07-09
corneille_ewango_is_a_hero_of_the_congo_forest,388895,TEDGlobal 2007,2007-06-06
cosmin_mihaiu_physical_therapy_is_boring_play_a_game_instead,1396088,TED2015,2015-03-10
courtney_martin_reinventing_feminism,973330,TEDWomen 2010,2010-12-10
courtney_martin_the_new_american_dream,1459735,TED2016,2016-02-19
craig_venter_is_on_the_verge_of_creating_synthetic_life,1015758,TED2008,2008-02-28
craig_venter_on_dna_and_the_sea,566712,TEDGlobal 2005,2005-02-24
craig_venter_unveils_synthetic_life,1097428,TED in the Field,2010-05-21
cristina_domenech_poetry_that_frees_the_soul,700463,TEDxRiodelaPlata,2014-10-01
curtis_wall_street_carroll_how_i_learned_to_read_and_trade_stocks_in_prison,2445709,TEDxSanQuentin,2016-01-22
cynthia_breazeal_the_rise_of_personal_robots,1079832,TEDWomen 2010,2010-12-08
cynthia_erivo_natural_woman_and_johnny_and_donna,113220,TED2017,2017-04-24
cynthia_kenyon_experiments_that_hint_of_longer_lives,865374,TEDGlobal 2011,2011-07-13
cynthia_schneider_the_surprising_spread_of_idol_tv,459029,TEDGlobal 2009,2009-07-07
daan_roosegaarde_a_smog_vacuum_cleaner_and_other_magical_city_designs,914990,TED2017,2017-04-24
daffodil_hudson_is_this_the_cure_for_stage_fright,755011,TED in the Field,2014-04-01
dale_dougherty_we_are_makers,737388,TED@MotorCity,2011-01-09
dalia_mogahed_the_attitudes_that_sparked_arab_spring,597820,TEDxSummit,2012-04-19
dalia_mogahed_what_do_you_think_when_you_look_at_me,2662474,TED2016,2016-02-15
dambisa_moyo_economic_growth_has_stalled_let_s_fix_it,1467581,TEDGlobal>Geneva,2015-12-08
dambisa_moyo_is_china_the_new_idol_for_emerging_economies,2097277,TEDGlobal 2013,2013-06-13
dame_ellen_macarthur_the_surprising_thing_i_learned_sailing_solo_around_the_world,1666465,TED2015,2015-03-20
dame_stephanie_shirley_why_do_ambitious_women_have_flat_heads,1959583,TED2015,2015-03-18
damian_palin_mining_minerals_from_seawater,953267,TED2012,2012-02-27
damon_davis_what_i_saw_at_the_ferguson_protests,960920,TED2017,2017-04-24
damon_horowitz,694895,TEDxSiliconValley,2011-05-14
damon_horowitz_philosophy_in_prison,1192312,TED2011,2011-03-04
dan_ariely_asks_are_we_in_control_of_our_own_decisions,5149769,EG 2008,2008-12-12
dan_ariely_beware_conflicts_of_interest,1081342,TED2011,2011-03-01
dan_ariely_how_equal_do_we_want_the_world_to_be_you_d_be_surprised,1734596,TED2015,2015-03-17
dan_ariely_on_our_buggy_moral_code,2798485,TED2009,2009-02-07
dan_ariely_what_makes_us_feel_good_about_our_work,5467318,TEDxRiodelaPlata,2012-10-24
dan_barasch_a_park_underneath_the_hustle_and_bustle_of_new_york_city,876155,TED@NYC,2014-07-09
dan_barber_how_i_fell_in_love_with_a_fish,2005460,TED2010,2010-02-10
dan_barber_s_surprising_foie_gras_parable,1317217,Taste3 2008,2008-07-18
dan_bell_inside_america_s_dead_shopping_malls,1803064,TEDxMidAtlantic,2016-10-21
dan_berkenstock_the_world_is_one_big_dataset_now_how_to_photograph_it,843796,TED@BCG San Francisco,2013-10-30
dan_bricklin_meet_the_inventor_of_the_electronic_spreadsheet,1031721,TEDxBeaconStreet,2016-11-19
dan_buettner_how_to_live_to_be_100,3253165,TEDxTC,2009-09-02
dan_cobley_what_physics_taught_me_about_marketing,1399168,TEDGlobal 2010,2010-07-15
dan_dennett_cute_sexy_sweet_funny,2434627,TED2009,2009-02-05
dan_dennett_on_dangerous_memes,1629038,TED2002,2002-02-02
dan_dennett_on_our_consciousness,2771073,TED2003,2003-02-27
dan_gartenberg_the_brain_benefits_of_deep_sleep_and_how_to_get_more_of_it,1698325,TED Residency,2017-06-06
dan_gilbert_asks_why_are_we_happy,15141169,TED2004,2004-02-02
dan_gilbert_researches_happiness,3847941,TEDGlobal 2005,2005-07-07
dan_gilbert_you_are_always_changing,3528046,TED2014,2014-03-18
dan_gross_why_gun_violence_can_t_be_our_new_normal,1130687,TED2016,2016-02-17
dan_meyer_math_curriculum_makeover,2507644,TEDxNYED,2010-03-06
dan_pacholke_how_prisons_can_help_inmates_live_meaningful_lives,824120,TEDxMonroeCorrectionalComplex,2014-03-15
dan_pallotta_the_dream_we_haven_t_dared_to_dream,1880445,TED2016,2016-02-15
dan_pallotta_the_way_we_think_about_charity_is_dead_wrong,4349715,TED2013,2013-03-01
dan_phillips_creative_houses_from_reclaimed_stuff,1138508,TEDxHouston,2010-10-12
dan_pink_on_motivation,19575240,TEDGlobal 2009,2009-07-24
daniel_goldstein_the_battle_between_your_present_and_future_self,2170127,TEDSalon NY2011,2011-11-09
daniel_goleman_on_compassion,1684808,TED2007,2007-03-03
daniel_h_cohen_for_argument_s_sake,1457010,TEDxColbyCollege,2013-02-23
daniel_kahneman_the_riddle_of_experience_vs_memory,3971547,TED2010,2010-02-10
daniel_kish_how_i_use_sonar_to_navigate_the_world,1197005,TED2015,2015-03-17
daniel_kraft_invents_a_better_way_to_harvest_bone_marrow,470572,TED2009,2009-02-06
daniel_kraft_medicine_s_future,883040,TEDxMaastricht,2011-04-04
daniel_levitin_how_to_stay_calm_when_you_know_you_ll_be_stressed,10283461,TEDGlobal>London,2015-09-29
daniel_libeskind_s_17_words_of_architectural_inspiration,820212,TED2009,2009-02-06
daniel_pauly_the_ocean_s_shifting_baseline,229288,Mission Blue Voyage,2010-04-10
daniel_reisel_the_neuroscience_of_restorative_justice,756489,TED2013,2013-02-27
daniel_schnitzer_inventing_is_the_easy_part,215259,TEDxPittsburgh,2011-11-19
daniel_suarez_the_kill_decision_shouldn_t_belong_to_a_robot,1916045,TEDGlobal 2013,2013-06-11
daniel_tammet_different_ways_of_knowing,1819772,TED2011,2011-03-03
daniel_wolpert_the_real_reason_for_brains,1763297,TEDGlobal 2011,2011-07-13
daniele_quercia_happy_maps,2146524,TED@BCG Berlin,2014-11-10
danielle_de_niese_a_flirtatious_aria,799969,TEDGlobal 2011,2011-07-12
danielle_feinberg_the_magic_ingredient_that_brings_pixar_movies_to_life,2700022,TED Talks Live,2015-11-05
danit_peleg_forget_shopping_soon_you_ll_download_your_new_clothes,1624607,TEDYouth 2015,2015-11-14
danny_dorling_maps_that_show_us_who_we_are_not_just_where_we_are,1460077,TEDxExeter,2016-04-15
danny_hillis_back_to_the_future_of_1994,590809,TED1994,1994-02-20
danny_hillis_the_internet_could_crash_we_need_a_plan_b,1281031,TED2013,2013-02-27
danny_hillis_two_frontiers_of_cancer_treatment,428654,TEDMED 2010,2010-10-26
dao_nguyen_what_makes_something_go_viral,883219,TEDNYC,2017-10-17
daphne_bavelier_your_brain_on_video_games,5205849,TEDxCHUV,2012-06-22
daphne_koller_what_we_re_learning_from_online_education,2351238,TEDGlobal 2012,2012-06-26
daria_van_den_bercken_why_i_take_the_piano_on_the_road_and_in_the_air,919199,TEDSalon Berlin 2014,2014-06-24
dave_brain_what_a_planet_needs_to_sustain_life,1382623,TEDxBoulder,2015-09-19
dave_debronkart_meet_e_patient_dave,548186,TEDxMaastricht,2011-04-04
dave_eggers_makes_his_ted_prize_wish_once_upon_a_school,1376803,TED2008,2008-02-28
dave_isay_everyone_around_you_has_a_story_the_world_needs_to_hear,1985020,TED2015,2015-03-17
dave_meslin_the_antidote_to_apathy,1639635,TEDxToronto 2010,2010-10-10
dave_troy_social_maps_that_reveal_a_city_s_intersections_and_separations,1322002,TEDGlobal 2014,2014-10-13
david_agus_a_new_strategy_in_the_war_on_cancer,712432,TEDMED 2009,2009-10-10
david_anderson_your_brain_is_more_than_a_bag_of_chemicals,1361932,TEDxCaltech,2013-01-18
david_autor_why_are_there_still_so_many_jobs,1338145,TEDxCambridge,2016-09-29
david_baron_you_owe_it_to_yourself_to_experience_a_total_solar_eclipse,1578415,TEDxMileHigh,2017-07-08
